Object,Close-Approach (CA) Date,CA Distance Minimum (au),V relative (m/s),Estimated Diameter(meters),Mass(Kg),Force(joules),Megatons(TNT),Damage,Extinction
(2009 DR3),2137,0.02723,11830.0,170,46303934121.263016,273887770327270.75,15.334748225455213,Entirety of Paris destroyed,0
(2009 HE60),2137,0.038110000000000005,8740.0,25,147262155.63703126,643535620133.8265,6526.4452636306105,Major extinction event,1
(2007 DS84),2137,0.03184,7460.0,230,114671273448.68855,427723849963608.4,9.819419703524467,Entirety of Paris destroyed,0
(2004 HQ1),2137,0.00547,9060.0,76,4137251330.1069713,18741748525384.58,224.0986210177429,Minor extiction event,0
163683 (2002 YP2),2137,0.012790000000000001,24800.0,520,1325199179507.948,1.6432469825898556e+16,0.2555915236418416,Entirety of Paris destroyed,0
(2016 BX14),2137,0.045439999999999994,9140.0,210,87282868694.69098,398882709934737.75,10.529411015802546,Entirety of Paris destroyed,0
437844 (1999 MN),2137,0.005520000000000001,15210.0,170,46303934121.263016,352141418992205.25,11.927026397576276,Entirety of Paris destroyed,0
1566 Icarus (1949 MA),2137,0.03955,28270.0,1004,9538328288827.146,1.3482427036257171e+17,0.03115166126028562,Entirety of Paris destroyed,0
(2014 LZ20),2137,0.03395,9960.0,30,254469004.94079,1267255644605.1345,3314.2484058997284,Continent exterminated,0
277570 (2005 YP180),2137,0.04425,18290.0,450,858832891675.1663,7854026794369395.0,0.5347575339329129,Entirety of Paris destroyed,0
85989 (1999 JD6),2137,0.0445,20080.0,1003,9509855685890.877,9.54789510863444e+16,0.04398875304151401,Entirety of Paris destroyed,0
(2009 PQ1),2137,0.01855,14390.0,106,11225061347.724442,80764316396877.36,52.003164112243844,Mount Krakatoa comparable,0
363305 (2002 NV16),2137,0.03609,4410.0,170,46303934121.263016,102100174737384.95,41.13607063653858,Entirety of Paris destroyed,0
(2011 WO4),2137,0.025830000000000002,34250.0,480,1042305044237.4758,1.7849473882566774e+16,0.2353010529964167,Entirety of Paris destroyed,0
(2015 WZ12),2137,0.0296,7910.0,18,54965305.06721064,217387781540.81808,19320.313083977915,Major extinction event,1
(2016 WU7),2137,0.00954,15990.0,30,254469004.94079,2034479694501.616,2064.409888853115,Continent exterminated,0
(2005 WK56),2137,0.03217,7160.0,100,9424777960.77,33740705099556.6,124.47872644058032,Mount Krakatoa comparable,0
450300 (2004 QD14),2137,0.013019999999999999,10200.0,260,165649897438.4935,844814476936316.9,4.971505714758959,Entirety of Paris destroyed,0
453563 (2010 BB),2137,0.01326,8000.0,300,254469004940.79,1017876019763160.0,4.126239265345164,Entirety of Paris destroyed,0
(2003 BR47),2138,0.02386,13050.0,170,46303934121.263016,302133170141241.2,13.901154904761315,Entirety of Paris destroyed,0
(2018 CL),2138,0.00604,8720.0,26,165649897.43849352,722233552831.8318,5815.293381942819,Major extinction event,1
(2011 YU74),2138,0.03428,5000.0,83,5388965515.854796,13472413789636.99,311.7481444364965,Minor extiction event,0
(2010 SX11),2138,0.033760000000000005,6600.0,36,439722440.5376852,1451084053774.3608,2894.387812391388,Continent exterminated,0
317255 (2002 DJ5),2138,0.04308,18180.0,360,439722440537.6851,3997076984487557.5,1.0507678526833424,Entirety of Paris destroyed,0
69230 Hermes (1937 UB),2138,0.01022,19290.0,169,45491603084.04628,438766511745626.4,9.572289332862619,Entirety of Paris destroyed,0
(2008 AZ30),2138,0.042010000000000006,21600.0,140,25861590724.352882,279305179823011.12,15.037315106943009,Entirety of Paris destroyed,0
(2013 HO11),2138,0.010329999999999999,6900.0,83,5388965515.854796,18591931029699.047,225.90445249021488,Minor extiction event,0
(2002 JX8),2138,0.0499,6800.0,320,308831124218.5114,1050025822342938.8,3.999901631588903,Entirety of Paris destroyed,0
(2014 MV18),2138,0.0239,6620.0,62,2246188481.8343925,7434883874871.839,564.9045863641547,Minor extiction event,0
(2000 HB24),2138,0.042289999999999994,11350.0,62,2246188481.8343925,12747119634410.178,329.48619927142767,Minor extiction event,0
(2017 HT2),2138,0.020659999999999998,12420.0,442,813837946115.3187,5053933645376129.0,0.8310358415256605,Entirety of Paris destroyed,0
136849 (1998 CS1),2138,0.03735,17150.0,208,84812747488.50868,727269309713962.0,5.775027137680095,Entirety of Paris destroyed,0
86819 (2000 GK137),2138,0.01697,9900.0,1120,13241134450868.676,6.554361553179994e+16,0.06407946778526853,Entirety of Paris destroyed,0
(2016 TU19),2138,0.02474,9940.0,43,749335821.3269402,3724199031994.8926,1127.7592749252829,Continent exterminated,0
(2017 SD20),2138,0.01084,13080.0,20,75398223.68616001,493104382907.4865,8517.466373418914,Major extinction event,1
(2005 UQ),2138,0.04595,8480.0,52,1325199179.5079482,5618844521113.7,747.484644612933,Minor extiction event,0
(2013 UG1),2138,0.01518,13730.0,118,15485211782.439856,106305978886449.6,39.5085962614221,Entirety of Paris destroyed,0
(2010 TU149),2138,0.015090000000000001,28010.0,240,130288130529.68448,1824685268068231.2,2.301766816173444,Entirety of Paris destroyed,0
(2009 WB11),2138,0.01078,10030.0,27,185507904.6018359,930322141578.207,4514.565237451064,Continent exterminated,0
(2006 XP4),2138,0.01125,6140.0,55,1568047433.223109,4813905619994.943,872.4724436962292,Minor extiction event,0
(2009 UF2),2138,0.04666,7900.0,43,749335821.3269402,2959876494241.4136,1418.9781256654826,Continent exterminated,0
(2006 YM),2138,0.02417,6970.0,43,749335821.3269402,2611435337324.3867,1608.3109315290258,Continent exterminated,0
(2009 BJ2),2139,0.01584,10140.0,13,20706237.179811686,104980622501.64523,40007.383266699326,Major extinction event,1
(2007 CT26),2139,0.03877,11830.0,64,2470648993.748091,14613888798019.96,287.3978348986109,Minor extiction event,0
(2003 CA4),2139,0.044469999999999996,4780.0,59,1935651472.804982,4626207020003.907,907.8711743419673,Minor extiction event,0
(2010 DO),2139,0.04916,27030.0,150,31808625617.59875,429893575221847.1,9.769859895748814,Entirety of Paris destroyed,0
(2000 EB14),2139,0.04504,16830.0,76,4137251330.1069713,34814969942850.164,120.63776033397207,Mount Krakatoa comparable,0
(2007 PF28),2139,0.04345,26810.0,500,1178097245096.25,1.5792393570515232e+16,0.2659508187436196,Entirety of Paris destroyed,0
(2006 HV5),2139,0.0148,17500.0,370,477393278046.8828,4177191182910225.0,1.0054603239571822,Entirety of Paris destroyed,0
(2002 FC),2139,0.029889999999999996,10260.0,550,1568047433223.1091,8044083332434550.0,0.5221228854088544,Entirety of Paris destroyed,0
162039 (1996 JG),2139,0.02787,20560.0,420,698262949557.5278,7178143121451386.0,0.5851095372351367,Entirety of Paris destroyed,0
(2014 HT46),2139,0.03608,4050.0,15,31808625.61759875,64412466875.637474,65204.76863755319,Major extinction event,1
(2013 UM9),2139,0.04446,5930.0,39,559068403.8549157,1657637817429.8252,2533.72597791725,Continent exterminated,0
438955 (2010 LN14),2139,0.03965,13730.0,210,87282868694.69098,599196893589053.6,7.009382132879481,Entirety of Paris destroyed,0
(2003 MS2),2139,0.02337,10960.0,190,64644552032.92144,354252145140409.5,11.85596208128905,Entirety of Paris destroyed,0
457768 (2009 KN4),2139,0.012790000000000001,11250.0,423,713332858499.1263,4012497329057585.5,1.0467296687239052,Entirety of Paris destroyed,0
136618 (1994 CN2),2139,0.01402,7700.0,1005,9566857666625.854,3.683240201650954e+16,0.11403003252726815,Entirety of Paris destroyed,0
(2008 BD15),2139,0.01857,17200.0,250,147262155637.03125,1266454538478468.8,3.3163448607053216,Entirety of Paris destroyed,0
(2004 TD10),2139,0.043519999999999996,9890.0,130,20706237179.811687,102392342854168.8,41.018692247151776,Entirety of Paris destroyed,0
510529 (2012 EY11),2139,0.029519999999999998,5670.0,150,31808625617.59875,90177453625892.44,46.57483474110944,Entirety of Paris destroyed,0
(2003 RU11),2139,0.00318,4930.0,26,165649897.43849352,408326997185.88654,10285.87389260474,Major extinction event,1
(2016 SU2),2139,0.00062,13030.0,7982,4792987515389937.0,3.122631366276544e+19,0.00013450194747156852,Large city block,0
(2013 TB6),2139,0.04612,13670.0,100,9424777960.77,64418357361862.95,65.19880624100622,Mount Krakatoa comparable,0
363027 (1998 ST27),2139,0.042089999999999995,16200.0,420,698262949557.5278,5655929891415975.0,0.7425834620712599,Entirety of Paris destroyed,0
(2004 TP1),2139,0.042710000000000005,11880.0,250,147262155637.03125,874737204483965.6,4.801442054219827,Entirety of Paris destroyed,0
(2005 GL),2139,0.040080000000000005,13670.0,190,64644552032.92144,441845513145018.06,9.505584814259548,Entirety of Paris destroyed,0
(2016 UC107),2139,0.01075,12730.0,25,147262155.63703126,937323620629.7041,4480.843016821015,Continent exterminated,0
(2005 YQ96),2140,0.018269999999999998,12460.0,270,185507904601.83594,1155714245669438.0,3.6341163187507344,Entirety of Paris destroyed,0
(2004 FH),2140,0.0038299999999999996,7080.0,24,130288130.52968448,461219982075.0831,9106.283689409345,Major extinction event,1
285567 (2000 OM),2140,0.04156,20410.0,491,1115618233720.1526,1.1384884075114158e+16,0.3689102121980005,Entirety of Paris destroyed,0
380636 (2004 XN14),2140,0.02731,10430.0,370,477393278046.8828,2489605945014494.0,1.6870139663711112,Entirety of Paris destroyed,0
(2000 CK59),2140,0.03916,4770.0,50,1178097245.09625,2809761929554.556,1494.7885640495685,Continent exterminated,0
(2017 HZ4),2140,0.025509999999999998,6630.0,23,114671273.4486886,380135271482.4027,11048.69848993854,Major extinction event,1
480858 (2001 PT9),2140,0.042660000000000003,13680.0,230,114671273448.68855,784351510389029.8,5.354742031307935,Entirety of Paris destroyed,0
(2016 FA),2140,0.026989999999999997,5370.0,29,229860909.6852196,617176542504.8145,6805.184109807992,Major extinction event,1
(2017 CP1),2140,0.02358,4560.0,39,559068403.8549157,1274675960789.2078,3294.955054616073,Continent exterminated,0
(2017 JS1),2140,0.02308,8660.0,26,165649897.43849352,717264055908.677,5855.584098214939,Major extinction event,1
(2009 FU23),2140,0.043039999999999995,9180.0,320,308831124218.5114,1417534860162967.5,2.9628900974732613,Entirety of Paris destroyed,0
(2014 KQ84),2140,0.02228,3550.0,15,31808625.61759875,56460310471.23778,74388.53886819449,Major extinction event,1
(2004 NK8),2140,0.03267,10090.0,67,2834624493.815068,14300680571297.018,293.69231618457695,Minor extiction event,0
162422 (2000 EV70),2140,0.033889999999999997,15050.0,250,147262155637.03125,1108147721168660.0,3.790108412234654,Entirety of Paris destroyed,0
(1998 SD9),2140,0.020380000000000002,11160.0,48,1042305044.237476,5816062146845.116,722.1380882730529,Minor extiction event,0
(2014 QJ33),2140,0.00877,8280.0,62,2246188481.8343925,9299220314794.383,451.65076832496436,Minor extiction event,0
(2004 SC56),2140,0.026310000000000004,9340.0,93,7580886126.191075,35402738209312.32,118.63489132304557,Mount Krakatoa comparable,0
162082 (1998 HL1),2140,0.04133,11290.0,550,1568047433223.1091,8851627760544451.0,0.4744889994946721,Entirety of Paris destroyed,0
(2007 WM3),2140,0.02249,11400.0,76,4137251330.1069713,23582332581609.73,178.09943038778516,Mount Krakatoa comparable,0
(2007 VV83),2140,0.04476,5560.0,37,477393278.0468828,1327153312970.3342,3164.668285836455,Continent exterminated,0
(2008 WM61),2140,0.0424,5920.0,15,31808625.61759875,94153531828.0923,44607.992057785545,Major extinction event,1
153201 (2000 WO107),2140,0.00162,26020.0,450,858832891675.1663,1.1173415920693914e+16,0.3758922096707524,Entirety of Paris destroyed,0
(2010 SC41),2140,0.03335,14790.0,360,439722440537.6851,3251747447776181.0,1.2916132225681654,Entirety of Paris destroyed,0
(2017 XS),2140,0.021480000000000003,10130.0,93,7580886126.191075,38397188229157.8,109.38300937386431,Mount Krakatoa comparable,0
481817 (2008 UL90),2140,0.028560000000000002,12990.0,521,1332859271468.1216,8656920968185450.0,0.4851609498845118,Entirety of Paris destroyed,0
504680 (2009 EO2),2140,0.0225,11200.0,360,439722440537.6851,2462445667011036.5,1.7056213894449253,Entirety of Paris destroyed,0
(2010 XF3),2140,0.03605,4300.0,43,749335821.3269402,1611072015852.9214,2606.9598122691423,Continent exterminated,0
267221 (2001 AD2),2140,0.033460000000000004,22220.0,370,477393278046.8828,5303839319100868.0,0.7918791930355846,Entirety of Paris destroyed,0
(2006 CF),2140,0.02018,17920.0,290,229860909685.2195,2059553750779566.8,2.0392767114770605,Entirety of Paris destroyed,0
(2014 VP35),2140,0.027180000000000003,7430.0,72,3517779524.301481,13068550932780.002,321.38222681331024,Minor extiction event,0
(2012 UK171),2141,0.0236,5180.0,43,749335821.3269402,1940779777236.7751,2164.0786086404073,Continent exterminated,0
438955 (2010 LN14),2141,0.03298,15530.0,210,87282868694.69098,677751475414275.5,6.196961795520622,Entirety of Paris destroyed,0
(2014 CE13),2141,0.00511,18190.0,52,1325199179.5079482,12052686537624.79,348.4700267354409,Minor extiction event,0
(2012 DX),2141,0.0003,11030.0,13,20706237.179811686,114194898046.66145,36779.22632133556,Major extinction event,1
462550 (2009 CB3),2141,0.016890000000000002,25470.0,430,749335821326.9404,9542791684598586.0,0.4401227794565099,Entirety of Paris destroyed,0
(2008 EP),2141,0.038239999999999996,9360.0,48,1042305044.237476,4877987607031.388,861.0107975563322,Minor extiction event,0
(2001 XX4),2141,0.01377,18240.0,130,20706237179.811687,188840883079882.6,22.2409466186585,Entirety of Paris destroyed,0
(2005 GR33),2141,0.013340000000000001,15650.0,130,20706237179.811687,162026305932026.47,25.921716698040317,Entirety of Paris destroyed,0
(2012 FG58),2141,0.04442,12210.0,130,20706237179.811687,126411577982750.36,33.224804776767485,Entirety of Paris destroyed,0
(2005 GE60),2141,0.00521,8210.0,130,20706237179.811687,84999103623126.98,49.41228578859086,Entirety of Paris destroyed,0
66391 (1999 KW4),2141,0.03762,20390.0,1997,75059440363113.16,7.652309945019387e+17,0.0054885387943984535,Levels half large city,0
(2017 LE),2141,0.01213,8820.0,17,46303934.12126301,204200349474.7699,20568.035318269296,Major extinction event,1
453729 (2011 BO24),2141,0.01974,11970.0,540,1484063236814.6875,8882118472335906.0,0.4728601642818938,Entirety of Paris destroyed,0
(2013 WR67),2141,0.04799,17510.0,130,20706237179.811687,181283106509251.3,23.16818197169224,Entirety of Paris destroyed,0
7753 (1988 XB),2141,0.02485,13750.0,491,1115618233720.1526,7669875356826050.0,0.5475969040699046,Entirety of Paris destroyed,0
(2016 NJ22),2141,0.00109,6580.0,4994,1173861182358250.2,3.862003289958643e+18,0.0010875184935549278,Multiple city blocks,0
153958 (2002 AM31),2141,0.04301,10060.0,423,713332858499.1263,3588064278250605.0,1.1705475917638104,Entirety of Paris destroyed,0
(2015 PK9),2141,0.02198,9080.0,62,2246188481.8343925,10197695707528.145,411.85774908928454,Minor extiction event,0
196625 (2003 RM10),2141,0.00815,17680.0,300,254469004940.79,2249506003676584.0,1.8670765906539195,Entirety of Paris destroyed,0
(2015 XE352),2141,0.03163,10860.0,230,114671273448.68855,622665014826378.9,6.7451999068409325,Entirety of Paris destroyed,0
(2014 MZ17),2141,0.04216,5680.0,50,1178097245.09625,3345796176073.35,1255.306593400782,Continent exterminated,0
(2003 UY12),2141,0.02802,16880.0,90,6870663133.40133,57988396845907.23,72.42828269870392,Mount Krakatoa comparable,0
(2002 VE68),2141,0.03048,8490.0,260,165649897438.4935,703183814626404.9,5.972833720911825,Entirety of Paris destroyed,0
(2016 VX1),2141,0.00022,17170.0,32,308831124.21851134,2651315201415.92,1584.1194580550116,Continent exterminated,0
413577 (2005 UL5),2141,0.0283,19400.0,290,229860909685.2195,2229650823946628.8,1.8837030242097383,Entirety of Paris destroyed,0
(2015 EO61),2141,0.011590000000000001,25180.0,170,46303934121.263016,582966530586701.4,7.204530242539125,Entirety of Paris destroyed,0
(2013 XZ9),2141,0.01617,14410.0,106,11225061347.724442,80876567010354.6,51.930987617986744,Mount Krakatoa comparable,0
(2005 VR7),2141,0.04456,16350.000000000002,180,54965305067.21064,449341368924447.1,9.34701385286026,Entirety of Paris destroyed,0
(2015 XX169),2141,0.04562,7780.0,7988,4803804183239242.0,1.8686798272800653e+19,0.0002247576036668229,Large city block,0
428209 (2006 VC),2141,0.04639,10460.0,320,308831124218.5114,1615186779662814.8,2.6003184603063607,Entirety of Paris destroyed,0
(2017 WG2),2141,0.04519,20470.0,300,254469004940.79,2604490265568985.0,1.612599615181305,Entirety of Paris destroyed,0
(2015 XC352),2141,0.00248,4240.0,24,130288130.52968448,276210836722.9311,15205.775594579758,Major extinction event,1
(2017 DU34),2142,0.03341,11950.0,14,25861590.72435288,154523004578.00845,27180.41893807273,Major extinction event,1
(2007 DA),2142,0.04362,16820.0,112,13241134450.868671,111357940731805.52,37.71621468930788,Entirety of Paris destroyed,0
(2008 DX22),2142,0.01694,17810.0,42,698262949.5575278,6218031565809.785,675.4549177739702,Minor extiction event,0
162162 (1999 DB7),2142,0.031560000000000005,6620.0,340,370431472970.1041,1226128175531044.8,3.425416758065241,Entirety of Paris destroyed,0
(2017 FR63),2142,0.01685,5470.0,20,75398223.68616001,206214141781.64764,20367.1773609359,Major extinction event,1
418135 (2008 AG33),2142,0.035480000000000005,10280.0,390,559068403854.9156,2873611595814266.5,1.4615753938763907,Entirety of Paris destroyed,0
365424 (2010 KX7),2142,0.03343,11730.0,140,25861590724.352882,151678229598329.66,27.690196616365647,Entirety of Paris destroyed,0
(2010 GA34),2142,0.04952,4490.0,112,13241134450.868671,29726346842200.17,141.28880424814218,Mount Krakatoa comparable,0
(2016 CO247),2142,0.037160000000000006,16800.0,260,165649897438.4935,1391459138483345.5,3.0184141839607963,Entirety of Paris destroyed,0
39572 (1993 DQ1),2142,0.042839999999999996,8460.0,1997,75059440363113.16,3.1750143273596864e+17,0.0132282867633315,Levels most large city,0
(2012 XT111),2142,0.026910000000000003,13810.0,21,87282868.69469097,602688208336.8412,6968.777457236443,Major extinction event,1
(2005 OX),2142,0.04672,18320.0,270,185507904601.83594,1699252406152817.2,2.47167518185776,Entirety of Paris destroyed,0
185851 (2000 DP107),2142,0.04747,9920.0,394,576447543618.1282,2859179816345915.5,1.4689527311254171,Entirety of Paris destroyed,0
(2012 HK31),2142,0.0131,3000.0,27,185507904.6018359,278261856902.75385,15093.696443878056,Major extinction event,1
(2002 TZ66),2142,0.00359,5900.0,21,87282868.69469097,257484462649.3384,16311.663844819535,Major extinction event,1
(2005 TF49),2142,0.0437,12830.0,500,1178097245096.25,7557493827292445.0,0.5557397856988652,Entirety of Paris destroyed,0
(2016 UR5),2142,0.01031,15160.0,15,31808625.61759875,241109382181.3985,17419.479748159003,Major extinction event,1
494658 (2000 UG11),2142,0.01993,13560.0,270,185507904601.83594,1257743593200447.8,3.339313372539392,Entirety of Paris destroyed,0
(1994 WR12),2142,0.029810000000000007,9060.0,118,15485211782.439856,70148009374452.55,59.87340250213306,Mount Krakatoa comparable,0
(2017 WN16),2142,0.01026,23140.0,150,31808625617.59875,368025798395617.6,11.412243430513847,Entirety of Paris destroyed,0
(2015 XX169),2142,0.02168,7080.0,7988,4803804183239242.0,1.7005466808666915e+19,0.00024697940063953146,Large city block,0
(2016 YH),2142,0.01643,8870.0,26,165649897.43849352,734657295139.7188,5716.951329260583,Major extinction event,1
(2014 AE29),2143,0.01295,4660.0,7988,4803804183239242.0,1.1192863746947434e+19,0.00037523908938366565,Large city block,0
(2014 YS),2143,0.024980000000000002,9970.0,42,698262949.5575278,3480840803544.2764,1206.60502362632,Continent exterminated,0
(2012 BA62),2143,0.04195,8220.0,15,31808625.61759875,130733451288.33086,32126.437102444088,Major extinction event,1
378160 (2006 WX1),2143,0.04374,11830.0,420,698262949557.5278,4130225346632777.0,1.0168936674179552,Entirety of Paris destroyed,0
419472 (2010 DW1),2143,0.03268,13450.0,340,370431472970.1041,2491151655723950.0,1.6859672073153829,Entirety of Paris destroyed,0
474158 (1999 FA),2143,0.01145,6950.0,240,130288130529.68448,452751253590653.6,9.276617053383909,Entirety of Paris destroyed,0
354182 (2002 DU3),2143,0.01551,8730.0,240,130288130529.68448,568707689762072.8,7.385164779039882,Entirety of Paris destroyed,0
(2011 GM44),2143,0.02419,25700.0,420,698262949557.5278,8972678901814234.0,0.4680876297881093,Entirety of Paris destroyed,0
(2012 FS52),2143,0.021,15210.0,34,370431472.9701041,2817131351937.6416,1490.878299697035,Continent exterminated,0
(2017 HE),2143,0.00566,9500.0,15,31808625.61759875,151090971683.59406,27797.822419167416,Major extinction event,1
(2004 JN1),2143,0.0429,3570.0,59,1935651472.804982,3455137878956.8926,1215.5810121441468,Continent exterminated,0
378358 (2007 LD),2143,0.03564,12050.0,450,858832891675.1663,5174468172342877.0,0.8116776178948529,Entirety of Paris destroyed,0
(2001 CQ36),2143,0.02138,5300.0,106,11225061347.724442,29746412571469.77,141.19349652362058,Mount Krakatoa comparable,0
415745 (2000 GV147),2143,0.04935,9710.0,450,858832891675.1663,4169633689082932.0,1.0072827286954664,Entirety of Paris destroyed,0
(2006 XR4),2143,0.04255,9190.0,19,64644552.03292143,297041716591.274,14139.42811870816,Major extinction event,1
(2017 ND),2143,0.00575,6020.0,37,477393278.0468828,1436953766921.1172,2922.849778945297,Continent exterminated,0
2101 Adonis (1936 CA),2143,0.02219,24360.0,540,1484063236814.6875,1.807589022440289e+16,0.2323537014143789,Entirety of Paris destroyed,0
(2010 PK9),2143,0.02659,16250.0,140,25861590724.352882,210125424635367.2,19.988061926767326,Entirety of Paris destroyed,0
(2013 PY38),2143,0.030619999999999998,5990.0,37,477393278.0468828,1429792867750.414,2937.488425584422,Continent exterminated,0
(1998 SD9),2143,0.026810000000000004,10250.0,48,1042305044.237476,5341813351717.063,786.2498600124167,Minor extiction event,0
(2005 TU50),2143,0.022269999999999998,19320.0,170,46303934121.263016,447296003611400.8,9.389755253992504,Entirety of Paris destroyed,0
(2012 TY52),2143,0.04194,16500.0,170,46303934121.263016,382007456500419.9,10.994549788311224,Entirety of Paris destroyed,0
(2011 YV62),2143,0.019219999999999998,18500.0,180,54965305067.21064,508429071871698.4,8.260739269960286,Entirety of Paris destroyed,0
(2017 WO16),2143,0.00952,7230.0,32,308831124.21851134,1116424514049.9185,3762.009833306299,Continent exterminated,0
(2015 XX169),2143,0.01676,6840.0,7988,4803804183239242.0,1.6429010306678209e+19,0.0002556453445216201,Large city block,0
(2016 XD2),2143,0.04496,7530.0,55,1568047433.223109,5903698586085.006,711.4184335052918,Minor extiction event,0
(2016 QH44),2144,0.020040000000000002,12420.0,112,13241134450.868671,82227444939894.45,51.07783664043144,Mount Krakatoa comparable,0
(2015 BD),2144,0.04895,10610.0,55,1568047433.223109,8318491633248.594,504.89922754899584,Minor extiction event,0
(2012 BX34),2144,0.02301,10060.0,7982,4792987515389937.0,2.4108727202411385e+19,0.00017421077291794612,Large city block,0
462238 (2008 CN1),2144,0.041030000000000004,8570.0,250,147262155637.03125,631018336904678.9,6.655908005149537,Entirety of Paris destroyed,0
208023 (1999 AQ10),2144,0.01377,7600.0,260,165649897438.4935,629469610266275.2,6.6722839855975495,Entirety of Paris destroyed,0
(2017 DS37),2144,0.02364,5090.0,8981,6827240732222686.0,1.7375327663506735e+19,0.0002417220602303361,Large city block,0
387505 (1998 KN3),2144,0.045160000000000006,30500.0,472,991053554076.1508,1.51135666996613e+16,0.2778960177609249,Entirety of Paris destroyed,0
(2000 RE52),2144,0.04578,11590.0,118,15485211782.439856,89736802279238.97,46.80353983341893,Entirety of Paris destroyed,0
(2016 FW3),2144,0.015969999999999998,8230.0,26,165649897.43849352,681649327959.4009,6161.525916226169,Major extinction event,1
(2007 RF2),2144,0.0231,20730.0,240,130288130529.68448,1350436472940179.5,3.1101055726492133,Entirety of Paris destroyed,0
194006 (2001 SG10),2144,0.04654,11770.0,270,185507904601.83594,1091714018581804.4,3.8471613705721466,Entirety of Paris destroyed,0
(2016 HD3),2144,0.02469,8380.0,5992,2027619883886939.2,8.495727313486276e+18,0.0004943661495976739,Large city block,0
(2005 HB4),2144,0.03804,3160.0,43,749335821.3269402,1183950597696.5654,3547.445314163706,Continent exterminated,0
513171 (2004 MD6),2144,0.01517,21760.0,270,185507904601.83594,2018326002067975.2,2.0809324141375987,Entirety of Paris destroyed,0
(2016 YT8),2144,0.04495,16820.0,270,185507904601.83594,1560121477701440.2,2.6920980577665965,Entirety of Paris destroyed,0
(2014 WP362),2144,0.0107,15160.0,79,4646783101.00008,35222615905580.61,119.24156942967316,Mount Krakatoa comparable,0
(2011 HP),2144,0.04838,7210.0,130,20706237179.811687,74645985033221.14,56.26558478839542,Mount Krakatoa comparable,0
458418 (2011 AM12),2144,0.03293,24540.0,420,698262949557.5278,8567686391070866.0,0.4902140214162352,Entirety of Paris destroyed,0
162422 (2000 EV70),2144,0.01245,16420.0,250,147262155637.03125,1209022297780026.5,3.4738813400810926,Entirety of Paris destroyed,0
(2012 LK11),2144,0.041139999999999996,11180.0,290,229860909685.2195,1284922485140377.0,3.268679666338902,Entirety of Paris destroyed,0
363067 (2000 CO101),2144,0.04676,8530.0,500,1178097245096.25,5024584750335506.0,0.8358899707522206,Entirety of Paris destroyed,0
(2017 SL16),2144,0.03859,7710.0,23,114671273.4486886,442057759144.6945,9501.020880452988,Major extinction event,1
2340 Hathor (1976 UA),2144,0.00434,13850.0,300,254469004940.79,1762197859214970.8,2.3833873012824047,Entirety of Paris destroyed,0
(2005 UV64),2144,0.04096,4860.0,17,46303934.12126301,112518559914.66913,37327.17520722946,Major extinction event,1
(2014 WT202),2144,0.039389999999999994,12030.0,200,75398223686.16,453520315472252.5,9.260886131697374,Entirety of Paris destroyed,0
480820 (1998 VF32),2144,0.03857,16500.0,200,75398223686.16,622035345410820.0,6.75202788874663,Entirety of Paris destroyed,0
(2015 YA),2144,0.005520000000000001,7500.0,7988,4803804183239242.0,1.8014265687147158e+19,0.00023314855420371764,Large city block,0
(2003 XV),2144,0.007390000000000002,11890.0,15,31808625.61759875,189102279296.6245,22210.202942143856,Major extinction event,1
(2015 XX169),2144,0.01889,6970.0,7988,4803804183239242.0,1.6741257578588758e+19,0.000250877210405722,Large city block,0
33342 (1998 WT24),2144,0.01431,9080.0,306,270044543795.2059,1226002228830234.8,3.4257686497090183,Entirety of Paris destroyed,0
(2014 HK129),2144,0.0057399999999999994,10420.0,200,75398223686.16,392824745404893.6,10.691790802717794,Entirety of Paris destroyed,0
(2004 XG),2145,0.045219999999999996,6770.0,50,1178097245.09625,3987859174650.807,1053.1966692047918,Continent exterminated,0
(2006 PY17),2145,0.03851,16570.0,480,1042305044237.4758,8635497291507486.0,0.4863645784627201,Entirety of Paris destroyed,0
(2008 UB95),2145,0.04477,9730.0,37,477393278.0468828,2322518297698.085,1808.3818776208318,Continent exterminated,0
(2010 SH13),2145,0.0444,7570.0,190,64644552032.92144,244679629444607.7,17.165303092592858,Entirety of Paris destroyed,0
(2017 JQ1),2145,0.01037,11650.0,4995,1174566486474599.2,6.841849783714541e+18,0.0006138690752897178,Multiple city blocks,0
(2011 CG2),2145,0.04696,2720.0,170,46303934121.263016,62973350404917.7,66.6948792305644,Mount Krakatoa comparable,0
(2002 XQ40),2145,0.0164,11070.0,112,13241134450.868671,73289679185558.1,57.306841108776744,Mount Krakatoa comparable,0
(2017 FU90),2145,0.036789999999999996,18190.0,30,254469004.94079,2314395599936.485,1814.728648859885,Continent exterminated,0
(2001 YV3),2145,0.04336,23180.0,300,254469004940.79,2949295767263756.0,1.4240687714737406,Entirety of Paris destroyed,0
(2009 CV),2145,0.01871,4390.0,45,858832891.6751662,1885138197226.99,2227.95337030364,Continent exterminated,0
(2015 PK9),2145,0.0114,8300.0,62,2246188481.8343925,9321682199612.727,450.56245322056685,Minor extiction event,0
35107 (1991 VH),2145,0.043289999999999995,8250.0,1005,9566857666625.854,3.946328787483165e+16,0.10642803035878362,Entirety of Paris destroyed,0
(2014 OX299),2145,0.02037,30310.0,420,698262949557.5278,1.0582175000544334e+16,0.39689383324165,Entirety of Paris destroyed,0
